customer_id,date,day_of_week,total_sleep_records,total_minutes_asleep,total_time_in_bed,sleep_efficiency,day_type,total_hours_asleep,total_hours_in_bed
7086361926,2016-04-24,Sunday,1,681,704,96.7,Weekend,11.35,11.73
7086361926,2016-04-25,Monday,1,446,447,99.8,Weekday,7.43,7.45
7086361926,2016-04-26,Tuesday,1,485,500,97.0,Weekday,8.08,8.33
7086361926,2016-04-27,Wednesday,1,469,479,97.9,Weekday,7.82,7.98
7086361926,2016-04-28,Thursday,1,354,367,96.5,Weekday,5.9,6.12
7086361926,2016-04-30,Saturday,1,485,489,99.2,Weekend,8.08,8.15
7086361926,2016-05-01,Sunday,1,388,407,95.3,Weekend,6.47,6.78
7086361926,2016-05-02,Monday,1,440,459,95.9,Weekday,7.33,7.65
7086361926,2016-05-03,Tuesday,1,456,461,98.9,Weekday,7.6,7.68
7086361926,2016-05-04,Wednesday,1,420,436,96.3,Weekday,7.0,7.27
7086361926,2016-05-06,Friday,1,322,333,96.7,Weekday,5.37,5.55
7086361926,2016-05-07,Saturday,1,530,548,96.7,Weekend,8.83,9.13
7086361926,2016-05-08,Sunday,1,481,510,94.3,Weekend,8.02,8.5
7086361926,2016-05-09,Monday,1,427,438,97.5,Weekday,7.12,7.3
7086361926,2016-05-11,Wednesday,1,451,463,97.4,Weekday,7.52,7.72
7086361926,2016-05-12,Thursday,1,444,457,97.2,Weekday,7.4,7.62
8053475328,2016-04-20,Wednesday,1,486,493,98.6,Weekday,8.1,8.22
8053475328,2016-04-23,Saturday,1,331,337,98.2,Weekend,5.52,5.62
8053475328,2016-05-07,Saturday,1,74,75,98.7,Weekend,1.23,1.25
8378563200,2016-04-12,Tuesday,1,338,356,94.9,Weekday,5.63,5.93
8378563200,2016-04-13,Wednesday,2,447,487,91.8,Weekday,7.45,8.12
8378563200,2016-04-14,Thursday,1,424,455,93.2,Weekday,7.07,7.58
8378563200,2016-04-15,Friday,1,513,533,96.2,Weekday,8.55,8.88
8378563200,2016-04-16,Saturday,2,611,689,88.7,Weekend,10.18,11.48
8378563200,2016-04-17,Sunday,2,525,591,88.8,Weekend,8.75,9.85
8378563200,2016-04-18,Monday,1,398,451,88.2,Weekday,6.63,7.52
8378563200,2016-04-19,Tuesday,1,387,421,91.9,Weekday,6.45,7.02
8378563200,2016-04-20,Wednesday,1,381,409,93.2,Weekday,6.35,6.82
8378563200,2016-04-21,Thursday,1,396,417,95.0,Weekday,6.6,6.95
8378563200,2016-04-22,Friday,1,441,469,94.0,Weekday,7.35,7.82
8378563200,2016-04-23,Saturday,1,565,591,95.6,Weekend,9.42,9.85
8378563200,2016-04-24,Sunday,1,458,492,93.1,Weekend,7.63,8.2
8378563200,2016-04-25,Monday,1,388,402,96.5,Weekday,6.47,6.7
8378563200,2016-04-26,Tuesday,1,550,584,94.2,Weekday,9.17,9.73
8378563200,2016-04-27,Wednesday,1,531,600,88.5,Weekday,8.85,10.0
8378563200,2016-04-28,Thursday,1,506,556,91.0,Weekday,8.43,9.27
8378563200,2016-04-29,Friday,1,527,562,93.8,Weekday,8.78,9.37
8378563200,2016-04-30,Saturday,1,468,555,84.3,Weekend,7.8,9.25
8378563200,2016-05-01,Sunday,1,475,539,88.1,Weekend,7.92,8.98
8378563200,2016-05-02,Monday,1,351,385,91.2,Weekday,5.85,6.42
8378563200,2016-05-03,Tuesday,1,405,429,94.4,Weekday,6.75,7.15
8378563200,2016-05-04,Wednesday,1,441,477,92.5,Weekday,7.35,7.95
8378563200,2016-05-05,Thursday,1,381,417,91.4,Weekday,6.35,6.95
8378563200,2016-05-06,Friday,1,323,355,91.0,Weekday,5.38,5.92
8378563200,2016-05-07,Saturday,2,459,513,89.5,Weekend,7.65,8.55
8378563200,2016-05-08,Sunday,1,545,606,89.9,Weekend,9.08,10.1
8378563200,2016-05-09,Monday,1,359,399,90.0,Weekday,5.98,6.65
8378563200,2016-05-10,Tuesday,1,342,391,87.5,Weekday,5.7,6.52
8378563200,2016-05-11,Wednesday,1,368,387,95.1,Weekday,6.13,6.45
8378563200,2016-05-12,Thursday,1,496,546,90.8,Weekday,8.27,9.1
8792009665,2016-04-12,Tuesday,1,458,493,92.9,Weekday,7.63,8.22
8792009665,2016-04-13,Wednesday,1,531,552,96.2,Weekday,8.85,9.2
8792009665,2016-04-14,Thursday,1,486,503,96.6,Weekday,8.1,8.38
8792009665,2016-04-15,Friday,1,363,377,96.3,Weekday,6.05,6.28
8792009665,2016-04-20,Wednesday,1,528,547,96.5,Weekday,8.8,9.12
8792009665,2016-04-22,Friday,1,391,407,96.1,Weekday,6.52,6.78
8792009665,2016-04-23,Saturday,1,339,360,94.2,Weekend,5.65,6.0
8792009665,2016-04-27,Wednesday,1,423,428,98.8,Weekday,7.05,7.13
8792009665,2016-04-28,Thursday,1,402,416,96.6,Weekday,6.7,6.93
8792009665,2016-04-29,Friday,1,398,406,98.0,Weekday,6.63,6.77
8792009665,2016-04-30,Saturday,1,343,360,95.3,Weekend,5.72,6.0
8792009665,2016-05-01,Sunday,1,503,527,95.4,Weekend,8.38,8.78
8792009665,2016-05-02,Monday,1,415,423,98.1,Weekday,6.92,7.05
8792009665,2016-05-03,Tuesday,1,516,545,94.7,Weekday,8.6,9.08
8792009665,2016-05-04,Wednesday,1,439,463,94.8,Weekday,7.32,7.72
